DoB,UID,address,ethnic_group,gender,join_date
1957-06-23,62657342069353,M4 1,A,F,2007-02-12
1993-06-18,63847111838683,M40 1,D,F,2009-03-25
1996-08-26,75892721911507,M25 1,X,F,2012-05-03
1976-10-09,89203489203238,M24 1,C,F,2003-07-12
1980-06-22,26944305213437,M4 5,A,F,1996-10-28
1980-01-22,41477506789308,M8 9,B,F,2016-10-31
1983-09-28,8507277198979,M9 4,B,M,1995-04-24
1954-03-09,98215881702984,M14 5,F,M,1998-09-29
1966-02-21,40066587219992,M4 5,C,F,1982-04-23
2001-09-06,85315195761950,M7 3,D,M,2011-10-23
1974-06-13,39661476080631,M34 6,A,F,2007-03-17
2005-03-12,46022963626310,M40 7,A,M,2015-01-27
1950-01-07,46832127648233,M28 2,A,F,2015-02-18
1941-11-25,27024539312128,M14 5,C,F,2001-02-08
1959-07-18,49152669168182,M9 0,C,F,1994-06-15
1980-05-06,37344285810508,M1 3,C,F,1999-07-29
2002-05-07,65071215338935,M33 6,F,M,2011-06-05
1993-02-09,70252430359862,M5 4,A,M,2003-07-22
1975-11-07,76430334874472,M60 1,A,F,1993-10-13
1943-06-16,2322526126389,M21 9,D,M,1968-01-04
1954-11-07,19262094884133,M23 9,A,F,1979-02-07
1954-11-25,87080519800794,M15 5,D,M,1998-05-11
1952-06-08,47883104383740,M35 0,X,M,2011-01-20
1996-06-10,50202390236142,M6 5,F,F,2000-02-04
1941-10-16,82729158405280,M18 7,C,F,1959-07-31
1951-03-10,83563137638044,M11 4,A,M,1999-05-14
1970-12-06,95320616991397,M40 2,X,F,1977-11-27
1976-03-22,83557500401201,M34 3,F,M,2001-08-09
1964-02-08,28144731533593,M24 2,C,F,1987-05-09
1966-03-28,77704359704037,M40 1,F,F,2001-04-17
1985-01-09,65189223989876,M5 4,B,F,2016-05-08
1967-06-19,89633210259796,M27 8,X,M,2016-10-23
1947-02-27,34490214073740,M8 5,F,M,1972-07-08
2005-04-24,27817142497389,M18 8,F,F,2015-03-06
1952-06-14,50147793549750,M44 6,X,M,1963-07-18
1988-02-16,68144193822514,M40 8,X,F,2015-06-17
1993-05-05,12052972614503,M23 9,B,M,1999-10-12
1962-08-18,27605203050000,M24 6,B,M,2003-02-08
1993-01-05,83984477269021,M28 2,D,M,1997-02-17
1933-06-14,1131159425204,M40 0,X,M,1972-07-21
2007-08-21,75350264961522,M44 6,B,F,2012-03-20
2000-04-22,25219464231613,M20 1,C,M,2010-02-03
1942-03-21,97836719390926,M25 1,C,M,1962-05-06
1976-12-02,80694331841240,M6 5,X,F,1993-07-26
1963-02-04,42392815992555,M3 6,B,M,2009-08-02
1967-08-15,62926191150718,M26 3,A,F,1973-06-20
1945-08-13,5822075423599,M6 5,F,F,2006-12-14
2001-06-30,59713110641991,M46 0,C,F,2012-09-05
2004-12-09,5931548931164,M19 1,A,F,2017-11-21
1933-10-28,93426643633689,M40 0,D,F,1955-12-10
1942-12-21,16330399964644,M34 3,C,M,1987-12-13
1970-01-26,81945474081971,M46 0,B,F,2010-06-30
1984-08-09,50603881036138,M24 4,C,M,1990-07-16
1942-02-13,31403116257548,M40 1,X,F,1954-12-06
1974-07-16,37601429476015,M1 3,F,F,2017-05-17
1951-03-25,89647958720066,M41 7,F,M,1996-09-07
1980-03-25,77174528756856,M44 6,B,F,1991-10-28
1978-12-14,88342271197433,M9 0,F,F,1980-09-30
1998-06-28,80019006412421,M1 2,X,M,2010-01-21
1970-07-15,1948131248991,M25 1,C,F,1971-04-06
1938-06-04,19214448274229,M24 2,F,M,1983-08-29
1999-10-13,26367998989720,M5 4,F,M,2011-07-03
1934-08-10,84986401288987,M46 0,D,M,2005-04-01
1943-10-31,45942738566211,M34 3,D,M,1948-12-08
2000-05-12,16378872533500,M44 6,B,M,2015-03-26
1951-03-01,6919512030458,M25 3,A,F,2002-03-11
1962-11-25,69179652046510,M45 8,D,F,1970-10-01
1933-09-22,73297411809436,M34 3,A,M,1950-01-19
1975-08-14,52082843089762,M11 4,X,M,1978-03-25
1958-10-14,82222854693166,M2 2,X,F,1976-06-15
1962-05-14,18888177029243,M1 3,D,M,1990-03-25
1999-04-11,70342140160611,M24 1,C,F,2001-06-18
1971-09-12,99730018475668,M18 7,A,M,1996-10-31
1964-09-25,70219909914187,M3 6,X,M,2014-02-19
1993-02-02,49997178114153,M7 2,F,M,2016-10-08
1971-10-06,25503617369387,M33 6,D,M,2013-06-14
2000-04-07,95339559140465,M27 9,B,F,2015-11-01
1941-06-02,54099006510029,M15 5,A,M,1964-06-29
1961-06-25,56562569074264,M7 2,B,M,2006-11-28
1943-08-07,7189868733224,M8 9,X,M,1956-03-06
1946-10-27,38011479053902,M18 7,C,F,2015-09-15
2004-05-22,74249631067130,M22 9,X,M,2005-04-24
1946-07-28,14014459682461,M25 9,F,F,1966-09-28
1992-11-28,84428340270862,M14 7,X,M,2003-01-23
1990-12-08,29249755289223,M18 8,B,M,2000-06-28
2000-06-09,10223850937910,M4 1,D,F,2012-11-05
1973-08-27,55508469826726,M4 5,F,F,1999-06-16
1948-09-17,59433367418821,M33 6,C,F,2016-11-10
1939-07-28,22357284854363,M30 0,D,F,1982-04-09
1959-11-21,57872653836308,M45 8,B,F,1987-07-26
1981-06-25,89747252793261,M40 1,D,M,2002-05-15
1962-07-15,84415700376610,M20 4,C,M,1965-11-24
2004-01-20,28518897180032,M35 0,B,F,2011-03-15
1943-10-18,16827561773816,M15 5,F,M,1955-09-08
1945-05-01,35231325199224,M18 8,B,F,1955-05-21
1965-01-22,72459817010823,M24 6,F,M,1994-09-26
1995-10-14,90568600081784,M6 7,B,M,2008-05-19
1969-04-25,41245317666878,M20 1,D,M,2010-06-30
1949-12-13,45795996971821,M27 0,D,F,1964-03-04
1953-07-19,62755715836096,M18 7,X,F,2010-10-19
2003-01-29,81202945391213,M9 4,F,M,2007-12-24
1968-05-02,68183787480184,M45 8,B,F,1997-09-13
2000-05-03,13920912495493,M21 9,B,F,2010-05-21
1974-02-16,78574977096159,M28 1,A,M,1975-04-17
1945-04-09,67842579323910,M21 9,X,F,1986-12-13
1961-11-12,33932954530165,M28 1,B,M,1976-08-03
1962-02-13,26249229683980,M4 5,C,F,2000-03-26
1974-10-14,58872373404307,M60 1,F,F,2013-02-23
1938-03-19,41050430413848,M15 5,D,M,1959-07-05
2002-04-18,2782242265915,M12 5,F,M,2005-03-04
1997-09-05,54821444690143,M7 4,A,F,2013-10-12
1960-05-06,47201774366086,M38 0,A,M,2002-09-20
1940-10-15,37034031309250,M3 3,C,M,2009-01-18
1952-03-16,40942745675071,M7 2,B,F,1978-06-01
1944-11-03,8890925247270,M9 0,F,F,2011-03-24
1949-01-24,12500721480821,M24 4,C,F,1968-07-08
2006-03-09,73974539735099,M4 1,C,F,2010-12-08
1959-10-21,40929951231215,M30 0,F,M,1984-06-15
1977-05-24,15687167799875,M25 9,A,F,2011-10-22
1966-04-02,24103222598390,M6 7,C,F,1990-02-23
1976-11-07,26868570873115,M3 6,F,M,1986-08-26
1957-03-24,21680145812982,M34 3,X,M,1993-01-10
1962-05-03,75316254605244,M27 0,B,F,1977-02-08
2000-05-11,1120682796765,M28 3,B,F,2000-07-02
1989-04-25,5633638269041,M22 5,F,F,2017-11-13
1988-04-15,29744118856645,M46 0,F,M,2005-11-01
1988-09-04,45644042494174,M34 6,X,M,2009-10-31
1971-09-06,39648497278108,M20 6,C,M,2012-12-22
2002-12-16,3631633126507,M15 5,A,M,2011-10-15
1956-04-24,10695807302076,M30 0,X,F,1990-04-11
1949-05-18,4704941077926,M15 5,C,F,1975-07-01
1968-03-08,40796011633725,M24 4,C,F,1995-02-02
2000-01-01,96644937801446,M1 2,X,F,2009-01-29
1965-02-13,33509254088764,M22 5,F,F,2000-04-19
1948-02-18,21417894018990,M21 9,C,F,1957-03-10
1994-08-15,78359065225410,M28 1,D,M,1996-04-23
1938-06-20,81282045834571,M6 7,C,M,1993-12-04
1999-01-25,81387772469039,M1 3,F,M,2003-07-31
1944-03-01,406600696157,M34 3,X,F,2009-11-10
1969-03-24,43097835087091,M34 6,B,M,1982-10-26
1963-05-27,20374929115013,M24 6,X,F,1986-04-28
1951-04-10,83740888570263,M25 1,B,M,1988-06-29
1948-04-09,70950422790048,M4 5,X,M,1998-03-17
1979-01-22,77674771864171,M21 9,C,M,2008-09-17
1996-10-11,53776515243757,M41 7,F,M,2003-01-16
1941-07-08,31960055327792,M20 6,C,M,1956-01-19
1953-08-25,80979392506609,M8 9,A,F,1999-02-11
1964-10-21,68849833792752,M27 9,F,M,1997-12-11
2001-09-17,11184162847328,M41 7,X,M,2009-01-13
2005-09-10,64489484502632,M8 9,B,M,2016-03-12
1978-09-13,13111905015651,M25 1,C,F,1987-07-25
1980-01-23,2990349317963,M8 9,D,F,1998-02-23
2007-09-04,70572756255417,M20 6,C,M,2015-09-28
1984-04-14,7872870043518,M28 3,X,F,1994-12-09
1955-02-16,74183791227533,M28 1,F,F,1987-03-29
1988-07-09,44084345936901,M6 5,B,M,2002-12-15
1955-01-25,48092689597959,M25 3,X,F,1984-03-29
2000-09-03,75014122637231,M9 4,X,F,2009-02-14
1948-02-22,83617671235963,M26 3,C,M,2015-09-14
1970-11-22,18813443251029,M19 1,F,F,2015-03-12
1942-07-23,91407867173760,M33 5,C,F,1997-05-05
1948-02-28,11150639487401,M19 3,C,M,2013-09-26
2002-05-09,28035176739801,M34 5,C,F,2005-03-22
2006-04-08,43832632814066,M23 9,B,F,2007-11-01
2006-04-07,2597299884050,M40 2,F,M,2016-04-29
1944-02-10,57811957726593,M27 8,X,F,1950-11-01
1954-06-07,83437789663994,M24 1,C,M,1988-09-25
1957-05-22,8239260021999,M44 6,C,F,1983-04-06
1958-05-15,14878934678352,M12 5,X,F,1990-03-04
1948-08-19,42382595132000,M19 1,A,F,1978-11-25
1985-05-26,81882487456499,M25 3,A,M,2011-01-25
1996-07-26,57549475135413,M22 9,C,M,1998-05-28
2004-08-24,15285745538070,M22 0,D,F,2015-07-02
1951-05-18,70963742381322,M22 0,A,M,1987-04-21
1950-04-27,43034587048841,M1 2,X,M,1993-03-07
1960-09-11,47949180459028,M4 6,X,M,1989-05-19
2003-05-17,47468620191153,M24 4,D,F,2006-07-14
1953-08-28,17321179910513,M28 1,X,M,2012-03-01
1986-02-21,54771005254646,M28 3,A,F,2017-02-23
1968-04-02,59666665135843,M21 9,F,M,2017-10-03
1933-07-18,80720134039195,M35 0,X,F,1941-04-02
1945-11-19,89760143807699,M24 4,X,M,1968-03-08
1996-08-05,61128919555400,M6 5,X,F,2016-09-30
2007-11-05,92289960830586,M40 1,D,F,2016-11-02
1967-10-04,46067749456203,M40 8,A,F,1990-03-10
2003-05-28,73094517210863,M5 4,C,M,2016-12-10
1972-11-16,78139006304093,M2 2,D,F,2009-03-16
1959-04-24,49642926507677,M1 3,F,F,2005-09-25
1957-03-16,23836579162262,M19 1,A,F,2008-01-14
1935-02-19,582660247877,M33 3,B,F,2005-08-25
1957-02-27,98966027662692,M25 1,B,M,1992-07-04
1933-03-16,36319279866178,M8 5,A,M,1971-07-12
1953-09-25,20308719009344,M19 1,C,F,1954-03-25
2002-07-18,15657570518824,M20 4,D,F,2016-07-31
1950-07-26,96792882293494,M40 8,A,F,1981-12-28
1969-01-18,22692512351798,M33 6,C,M,2013-12-27
1984-12-25,79775605443986,M4 6,A,F,2010-07-08
1999-05-24,15362829249927,M28 1,X,M,2002-10-15
1939-10-27,29563408531892,M46 0,D,F,1941-07-20
1978-06-25,60605085082772,M22 0,B,F,1988-07-31
1986-10-28,77342894207999,M4 1,X,M,1993-10-11
1939-08-08,62292601421501,M7 3,B,F,1952-08-30
1986-12-30,63398382073669,M8 9,B,M,1991-04-09
1951-04-19,67214798612374,M19 3,X,F,2015-12-04
1936-03-18,28680732043313,M25 9,D,F,1976-10-10
1970-04-10,36947200123724,M19 1,D,F,2004-09-24
1986-08-16,29783672613993,M25 3,D,M,2014-11-04
2004-10-25,5693386977670,M20 6,X,F,2010-11-18
1983-03-24,88099711810377,M23 9,B,M,1994-11-17
1962-10-09,34528953344761,M19 1,X,M,1995-12-05
1984-08-19,47126744089543,M25 9,F,M,1990-01-05
2001-09-17,45941083943183,M28 3,C,F,2008-03-30
1957-09-01,98951640230654,M35 0,F,M,1981-11-21
1978-09-07,59718373432548,M9 4,B,F,1991-11-19
1938-10-22,62765787586643,M3 6,B,M,2000-03-09
1998-05-10,49315920182102,M44 6,B,F,2011-04-10
1977-08-13,45009715729091,M15 5,A,M,1981-03-14
1997-10-13,18284800063250,M12 5,X,M,1999-02-01
1935-03-24,14054284372213,M18 8,B,F,2012-10-22
1953-03-08,99960302031399,M11 4,A,F,2016-07-03
2001-09-17,99755885695981,M3 3,D,M,2012-12-31
1982-10-24,82787506363578,M46 0,D,M,2014-09-03
1947-12-28,29479279833989,M24 6,F,F,1996-08-30
1988-01-10,82216685804971,M1 3,F,M,1994-11-12
2007-07-23,57417874788029,M28 1,A,M,2013-08-05
1951-02-02,19770202176354,M34 6,B,M,1966-08-23
1959-10-02,15857934514202,M25 9,F,F,1978-05-02
1957-06-08,38507287972117,M28 1,C,F,1976-05-26
1948-01-27,82348779539764,M34 3,C,F,2004-06-04
1993-11-14,45544157610669,M44 6,C,F,2008-11-30
1974-03-07,65469604795573,M14 7,D,M,2005-01-20
1961-11-27,55834558232220,M8 9,F,M,2010-03-10
1971-01-12,11141276026698,M4 5,C,F,1991-01-30
1985-05-21,24680680622598,M4 1,X,M,2004-09-17
1972-09-25,44537735093356,M7 2,A,M,1989-12-01
1963-06-14,26001522066058,M24 6,D,F,1964-12-07
1938-03-20,18268297001924,M20 1,X,F,1999-03-17
1957-07-03,2959219224718,M27 8,F,F,1976-01-09
1964-07-03,71822084509574,M29 8,D,F,1993-11-02
1968-04-24,18593476021535,M9 0,X,M,2003-07-01
1978-05-04,68153997639207,M28 2,C,M,1987-05-12
1979-01-13,70118114736855,M90 5,D,M,2017-09-01
1968-08-03,66447759581161,M25 1,F,F,1998-08-18
1955-01-20,15933378803537,M8 5,A,F,1975-06-20
1984-06-30,84918215698631,M8 5,D,M,2000-08-24
1938-04-26,98706058740520,M22 9,A,M,1952-02-16
1949-12-14,72496909365806,M18 8,A,M,2012-04-27
1994-03-22,52219946168442,M7 2,X,F,2017-05-27
1936-05-11,8378645182705,M41 7,C,M,2011-04-08
1964-10-26,81151212508707,M4 5,C,M,2011-07-04
2000-06-17,35107081070156,M40 0,C,M,2012-11-12
1990-11-11,4776504256601,M22 5,A,M,1995-01-30
1954-08-12,86972620266831,M24 4,B,F,2012-09-13
1994-11-10,13561429802008,M24 1,A,F,2012-01-21
1945-10-03,58521458674584,M25 1,C,M,1967-09-26
1989-08-28,9783163604085,M60 1,C,M,2010-02-12
1973-08-01,80314725084045,M19 1,D,M,1991-10-27
1997-07-03,119833472361,M33 5,A,M,2000-08-08
1969-02-11,14139066820813,M24 2,C,F,1978-09-21
1996-02-06,23609365589219,M60 1,C,M,2002-03-24
1954-06-12,94199855283849,M24 1,X,F,1997-09-03
1954-11-18,22114744786610,M23 9,X,M,2000-07-08
1954-11-18,89778111895911,M20 4,C,M,2015-02-02
1970-05-15,94512872663612,M40 0,A,M,1984-06-11
1964-10-17,9097493624950,M45 7,X,F,1974-06-19
1968-07-13,5397836962065,M4 1,F,M,1971-03-10
1976-01-22,80514661803214,M7 3,A,F,2014-04-04
1967-01-19,962522958536,M20 6,X,F,1982-02-26
1958-04-22,60642456491665,M14 7,F,F,2008-10-27
1949-02-15,57514637729481,M19 1,F,F,1985-10-04
1993-03-18,13868060983817,M20 6,B,M,1996-12-31
1983-07-19,93045740768019,M40 7,A,M,1987-02-17
1935-01-02,17335836494196,M24 4,B,M,2011-11-07
1939-06-13,60214467992798,M25 1,X,M,1958-04-30
1963-02-07,78020023468331,M14 7,A,F,2015-03-28
1977-01-19,64346343484425,M25 3,F,M,2007-05-11
1989-07-21,53013385644023,M18 8,D,F,2010-02-19
1980-10-11,80248676018877,M60 1,B,F,1985-03-26
1947-01-31,78347945567382,M3 3,X,M,1966-12-23
1963-02-24,47930399624929,M27 0,A,M,1980-08-23
1990-08-29,99752210095947,M15 5,C,M,2004-02-05
1954-07-26,12897499883447,M27 9,F,M,1982-10-18
1962-06-13,58828281991752,M46 0,F,F,1965-07-18
2000-01-18,13053494798045,M19 1,B,M,2015-12-15
1945-02-13,90213475961952,M12 5,B,F,2009-01-15
1992-08-11,70999596242895,M33 6,C,F,1996-10-20
1949-09-15,55268447239545,M12 5,C,F,1968-06-05
1934-11-22,25214845983598,M18 8,F,M,1954-11-28
1956-11-13,25282181844140,M27 9,A,M,2007-09-04
1970-12-29,31947826832091,M26 3,F,M,1988-11-03
1950-11-08,85221691760919,M18 7,C,M,2003-05-14
1975-02-16,28380158267638,M27 0,B,F,1989-04-07
1960-01-07,88130109168750,M40 2,A,M,1961-08-06
1981-05-13,43486823119686,M12 5,C,F,2001-01-07
1967-08-15,19751073807365,M9 0,B,F,1988-02-12
1972-05-09,52334815640980,M34 6,F,F,1980-12-10
1968-06-24,35672331068516,M40 8,C,M,1977-02-26
1953-07-14,49782593214455,M24 6,D,F,1982-04-28
1995-10-20,66772499114396,M20 4,C,M,2003-11-08
1948-07-30,35546075222425,M35 0,F,M,1952-08-01
1980-01-23,43141049420799,M7 4,B,M,2009-08-20
1979-08-24,19869487266451,M5 4,A,M,2000-07-29
1950-09-15,21952501954957,M45 8,A,F,2010-10-07
1971-09-10,8515628499529,M40 1,F,F,2010-08-23
1969-01-25,80707169832603,M24 2,C,M,1973-06-13
1981-05-29,93933810953927,M90 5,A,M,2005-09-26
1982-10-06,21647418801069,M20 6,A,F,1990-01-23
1954-05-15,34150462928544,M44 6,A,M,1957-12-27
1965-03-21,69080540591374,M18 7,B,M,1972-06-13
1982-07-26,11830055276160,M27 0,B,F,2010-04-04
2007-01-11,3954707891581,M6 5,F,F,2014-09-05
1967-02-07,49435595071667,M46 0,A,M,2000-08-08
1987-07-05,88970134104499,M45 7,C,M,1989-11-30
1950-12-14,37644987189883,M44 6,D,F,1968-05-01
1934-12-28,56172786134334,M9 0,D,M,1949-07-03
2004-11-11,94550301340543,M28 3,D,F,2011-11-27
1972-09-21,81774145691343,M44 6,X,M,2014-12-14
2005-05-13,70350154337986,M6 5,A,M,2015-05-12
1994-08-19,39117873538965,M23 9,C,M,2011-01-30
1938-08-26,86645204238529,M34 3,D,M,2005-08-30
1950-09-29,59074864682798,M6 5,X,F,1958-09-01
1943-10-03,88216493695673,M7 2,B,F,1991-04-17
1941-03-09,64846827105298,M15 5,X,F,1980-01-01
2003-10-04,61549028866368,M29 8,A,M,2013-01-19
1965-06-14,16382012226167,M41 7,A,F,1970-10-15
1970-11-26,12861085677647,M19 1,D,M,1992-04-03
1936-02-26,91425454626310,M19 1,X,M,1960-09-15
1972-02-26,29434660781437,M33 5,F,M,1980-06-04
1994-09-17,25436722565549,M40 1,X,M,2015-11-09
1949-08-27,16872444136636,M44 6,F,F,1959-09-09
1940-05-17,84205996920039,M43 7,X,F,1968-06-10
1940-10-18,62310620163280,M40 8,C,F,1985-09-23
1978-08-26,19943136088965,M3 6,A,F,1995-06-24
1997-05-21,60136077221739,M5 4,D,F,1998-08-20
1959-08-22,2624594332617,M26 3,C,F,1986-07-30
1947-01-28,2772195961315,M8 5,F,M,1981-12-13
1950-06-28,46870653347465,M1 2,C,M,1963-01-09
1939-01-26,11626305228052,M40 0,A,F,1962-09-27
1937-02-08,5096669950224,M46 0,F,F,1978-06-12
1950-05-29,4806272005790,M9 4,A,F,2008-02-05
1951-03-16,26056688935059,M7 4,B,F,1969-11-15
1965-11-22,79680466360028,M12 5,A,F,1971-12-28
1997-05-30,6888207786546,M19 3,F,F,2004-08-30
1990-08-03,37307984254109,M4 6,F,F,1999-06-14
1944-03-31,37009683939368,M6 5,A,F,2000-01-23
1983-01-13,57968051905712,M14 7,F,M,1993-02-19
1933-09-23,30997074789496,M21 9,A,M,1982-04-15
1983-03-03,96350002056089,M4 6,A,F,2003-10-06
1986-09-09,75447747568795,M7 3,X,F,1990-07-12
1993-08-14,71178065167236,M8 5,X,M,1998-10-06
1985-02-13,7527860757790,M27 8,X,M,1989-11-18
1990-01-18,32046364686478,M18 8,B,F,2011-08-10
1973-08-15,71216517426093,M15 5,A,M,1998-10-20
1996-12-27,29089245035961,M33 3,D,F,2003-06-04
1962-02-11,80971817951278,M19 3,X,F,1990-01-15
1940-08-22,92989944785969,M7 3,X,F,1963-07-12
1952-06-27,34349793679582,M1 3,D,F,1997-03-03
1980-05-03,74304334184611,M8 5,A,F,1985-11-30
1935-12-31,70295150664172,M2 2,X,M,1968-09-02
1961-07-25,74798309249371,M9 4,D,F,1994-07-27
1962-03-23,61004425304414,M18 7,F,M,2016-06-08
2002-02-13,32661202253230,M24 2,A,F,2011-05-09
1999-09-25,25186648763190,M18 7,C,F,2010-03-25
2003-10-11,69679289447777,M24 2,D,F,2017-04-30
1936-12-21,74865120853178,M23 9,B,F,1956-07-26
1943-11-20,54150181043263,M26 3,F,M,1982-04-14
1968-08-02,77014992533314,M44 6,B,M,1975-10-14
1952-12-17,65394889417823,M27 8,F,M,2017-05-06
1936-10-30,15716718708002,M18 7,D,F,1975-03-01
1994-01-31,53896812498868,M46 0,A,F,1997-03-15
1976-01-07,16926923676476,M40 8,C,F,1981-10-12
1979-04-07,51199492059219,M46 0,B,M,2007-02-12
1980-03-29,76185424315250,M41 7,F,F,2005-05-04
1956-03-03,11313523371746,M2 2,A,M,1999-03-14
2007-08-29,24939248580661,M38 0,D,M,2013-09-21
1946-03-25,77574734275706,M21 9,C,M,2016-06-01
1960-10-16,73515057752595,M5 4,F,F,1967-08-11
1984-04-09,18273699987118,M1 3,C,F,2009-01-04
1983-09-21,88931743792552,M27 0,A,F,2008-09-26
1961-01-16,96970114615193,M46 0,D,F,1983-02-02
2002-07-15,86459183671219,M34 3,X,F,2003-05-16
1961-05-30,94914902682016,M45 7,C,F,1980-03-27
2000-02-01,72991837059513,M24 6,F,M,2016-08-20
1998-09-21,38538502848634,M4 6,F,F,2002-04-01
1966-02-09,64547708463342,M22 9,B,M,1985-09-20
1986-03-24,81669059653137,M7 2,B,F,2010-05-12
1956-11-10,32481350840462,M40 7,F,F,1968-08-27
1965-11-26,38016848540076,M23 9,C,M,2000-02-09
1950-06-12,32277290640302,M15 5,D,M,1984-07-17
1953-09-25,34016799947051,M22 9,X,M,1955-07-04
1937-06-03,63537127239051,M11 4,A,F,1969-08-08
1980-09-30,35714973726598,M27 9,F,F,1985-10-29
2002-06-29,23459724965716,M8 9,D,F,2011-03-15
1984-07-23,28963675478330,M4 1,A,F,1989-01-22
1958-06-11,65826939258753,M18 7,X,F,1962-10-28
1975-12-30,56012296396651,M25 3,X,M,1994-06-02
1955-09-08,14050865213566,M1 2,X,F,2007-07-05
1950-11-18,50959934563863,M15 5,A,F,1979-08-01
1980-08-26,28180473236959,M1 3,F,F,2003-12-18
1959-12-19,84844312346643,M46 0,C,F,2017-02-08
1960-05-17,72661760541303,M28 1,F,F,2012-04-29
1937-08-13,89581003130815,M26 3,B,F,2006-07-15
1989-02-03,56738282316497,M7 3,A,F,2014-05-03
1986-06-11,52440474502151,M1 2,A,M,2011-11-05
1992-11-21,41822253924064,M18 8,X,F,2011-03-28
1971-04-09,67481532932660,M28 2,B,F,1992-01-14
1999-09-06,61923730145383,M8 5,B,F,2010-06-07
1969-12-31,76702593159604,M19 1,F,M,1997-12-04
1971-08-24,61418485511248,M9 0,C,M,2002-07-16
2000-07-02,39797557325441,M38 0,B,M,2017-05-04
1997-05-07,31167201110386,M25 3,B,F,2016-06-16
1960-07-25,20823643507699,M40 2,F,M,2015-10-07
1942-11-05,36154820557827,M22 5,X,M,1985-05-20
1957-09-07,45243173457299,M90 5,F,F,1991-02-06
1953-04-13,8782450744429,M15 5,A,M,1960-10-21
1946-10-20,88628680153176,M33 3,C,M,1998-05-22
1983-08-06,94423235210928,M22 9,B,M,2015-11-27
1996-08-03,38243534159905,M28 3,D,M,2010-02-25
2006-06-01,83830004856944,M45 8,B,F,2011-01-27
1986-01-05,91055331021154,M5 4,A,F,2001-06-22
1966-04-19,14616157184467,M44 6,A,M,1999-11-19
1958-01-01,28790004612560,M5 4,F,F,1992-06-04
1995-05-10,24622468216456,M25 3,D,F,2007-12-02
1951-06-07,70314350345795,M3 3,D,F,1988-12-06
1987-03-22,55518431561492,M9 4,F,M,2011-10-24
1933-07-12,13406854701929,M20 1,X,M,1998-12-02
2001-11-17,60454193755352,M24 1,A,M,2002-03-18
1974-11-08,71038212934998,M3 6,A,M,1986-05-21
1947-02-19,40229358331141,M60 1,A,F,1963-08-18
1999-10-13,20943866679025,M35 0,C,M,2001-07-16
1971-01-04,72086903213097,M3 6,X,F,2005-08-14
1982-11-18,55240371538391,M60 1,B,M,2013-06-04
1951-11-14,63134282306791,M20 4,C,M,2011-08-03
1933-10-26,70080004893404,M40 2,D,M,1969-11-14
1976-06-13,44849782071064,M2 2,X,M,2009-10-10
1960-12-12,65663342889265,M23 9,F,M,1967-03-09
1972-02-05,53258594581818,M25 9,B,F,2001-03-21
1977-05-07,71947144872945,M6 5,B,F,1991-03-05
1986-02-26,24989129831495,M19 1,B,M,2007-09-04
1938-04-15,33641568262153,M25 1,B,F,1985-04-28
1937-08-30,51129439669806,M45 8,A,F,1964-04-07
1940-10-30,32443830546825,M34 5,X,M,1990-02-04
1956-01-11,14823900106046,M14 7,D,F,1977-09-12
1986-04-26,56818740415932,M19 1,A,M,2004-07-26
1935-11-19,13311481336032,M19 3,F,F,1957-04-23
1952-06-28,74240042859840,M40 2,X,M,1970-02-10
1962-12-18,71840494359814,M38 0,C,M,1963-03-14
1991-08-20,63261677164890,M2 2,F,F,2001-12-14
1951-10-30,89249014884473,M28 1,F,M,2001-02-01
1980-01-28,71141205392851,M44 6,A,F,2006-07-27
1941-09-28,46511546780092,M46 0,F,M,1950-07-06
1969-08-28,67890535993186,M11 4,X,M,1992-05-10
1943-01-13,94559574986377,M40 8,X,M,1956-08-23
1956-11-21,20306013784131,M14 7,A,M,1987-01-18
2007-08-29,25786625815542,M43 7,F,F,2012-03-22
1973-06-06,66555954447156,M45 8,A,F,1976-01-06
1950-03-16,5408578478613,M20 4,F,M,1974-05-29
1960-10-09,45342501586742,M21 9,D,F,1974-04-16
1947-10-05,62499633928488,M28 1,C,F,1971-06-19
1954-01-23,26287730752811,M6 5,X,F,1972-01-22
1970-03-12,46885166478571,M22 9,D,M,1990-06-02
1993-07-25,97617300804396,M1 2,B,F,2002-08-16
1935-12-13,31375382729834,M45 8,D,F,1971-02-12
1936-08-04,10402457878948,M27 9,D,F,2009-05-26
2007-09-04,1003121109039,M40 8,A,F,2016-07-23
1954-07-12,94229095603279,M45 8,F,F,2008-03-06
2003-12-06,96718005042185,M24 6,D,M,2014-11-01
1994-02-05,65074784184185,M46 0,X,M,1994-05-31
1982-03-15,3431711049206,M44 6,A,F,2009-12-15
1961-06-22,92576310075156,M9 4,B,F,1962-09-12
1950-04-27,738014597875,M3 3,C,M,1983-07-05
1952-03-24,67077884423096,M40 7,F,M,1992-08-03
1947-03-02,42358596223320,M40 2,F,M,1970-02-17
1994-02-14,36259181395520,M22 0,A,F,2013-12-01
1933-11-05,66544736563161,M20 6,C,F,1991-01-21
1960-04-18,73689878356647,M22 5,B,F,1980-11-17
1973-12-07,59218530592675,M11 4,X,M,2016-04-29
2006-01-18,98098923525065,M20 4,A,M,2011-09-13
1957-09-03,15040217042686,M34 6,B,M,1975-08-31
2007-08-19,87021066936500,M22 9,B,M,2009-09-20
2002-10-07,563836834756,M90 5,X,F,2013-06-24
1987-11-07,84229613466492,M40 1,D,M,1996-07-18
